Id,SalePrice
1696,214000
1697,160000
1698,310000
1699,423000
1700,193000
1701,225000
1702,232000
1703,295493
1704,232000
1705,290000
1706,232000
1707,232000
1708,232000
1709,232000
1710,233170
1711,167900
1712,232000
1713,232000
1714,201000
1715,227000
1716,147000
1717,189000
1718,118400
1719,200000
1720,235000
1721,155000
1722,147000
1723,155000
1724,233170
1725,193000
1726,227000
1727,185000
1728,177500
1729,177500
1730,112000
1731,127500
1732,193000
1733,144000
1734,128900
1735,132500
1736,112500
1737,260000
1738,178000
1739,193000
1740,232000
1741,193000
1742,177500
1743,155000
1744,278000
1745,190000
1746,275000
1747,325000
1748,200500
1749,167500
1750,124000
1751,215000
1752,120500
1753,167000
1754,185000
1755,175000
1756,125500
1757,123000
1758,166000
1759,166000
1760,163000
1761,180500
1762,136000
1763,110000
1764,115000
1765,167000
1766,163000
1767,271000
1768,135000
1769,163000
1770,134500
1771,124000
1772,124000
1773,139000
1774,161500
1775,142000
1776,123000
1777,136000
1778,119000
1779,144000
1780,139000
1781,135000
1782,132500
1783,162000
1784,104900
1785,136000
1786,93000
1787,112000
1788,60000
1789,134900
1790,105000
1791,200000
1792,167000
1793,142000
1794,138000
1795,142000
1796,134000
1797,112000
1798,125500
1799,123000
1800,100000
1801,135000
1802,140000
1803,140000
1804,165500
1805,142000
1806,117000
1807,125000
1808,97000
1809,125500
1810,125500
1811,90000
1812,87000
1813,125500
1814,115000
1815,105000
1816,100000
1817,167500
1818,200500
1819,91000
1820,67000
1821,130000
1822,177500
1823,136000
1824,123000
1825,117000
1826,83000
1827,149000
1828,149000
1829,124000
1830,130000
1831,112000
1832,130000
1833,164000
1834,128000
1835,128000
1836,140000
1837,125500
1838,154000
1839,112000
1840,179000
1841,143000
1842,105000
1843,148000
1844,112000
1845,187500
1846,149500
1847,190000
1848,80000
1849,112000
1850,115000
1851,136000
1852,91500
1853,91000
1854,167500
1855,147000
1856,189000
1857,107500
1858,112000
1859,112000
1860,165500
1861,112000
1862,335000
1863,189000
1864,189000
1865,295493
1866,232000
1867,233170
1868,271000
1869,175900
1870,179900
1871,232600
1872,178000
1873,215000
1874,138000
1875,227000
1876,193000
1877,208900
1878,213000
1879,144000
1880,129000
1881,262500
1882,195000
1883,227000
1884,230000
1885,221000
1886,230000
1887,177500
1888,147000
1889,178000
1890,148000
1891,140000
1892,115000
1893,135000
1894,127500
1895,135000
1896,143000
1897,125500
1898,125500
1899,207000
1900,125500
1901,160000
1902,157900
1903,160000
1904,155000
1905,163000
1906,117000
1907,160000
1908,124000
1909,123000
1910,124000
1911,187500
1912,335000
1913,189000
1914,55000
1915,275000
1916,60000
1917,228500
1918,171000
1919,171000
1920,162900
1921,232000
1922,232000
1923,197500
1924,187500
1925,200000
1926,385000
1927,169900
1928,176500
1929,125000
1930,145000
1931,123000
1932,167500
1933,147000
1934,176500
1935,189000
1936,181000
1937,169000
1938,185000
1939,193000
1940,193000
1941,181000
1942,173000
1943,275000
1944,281213
1945,315000
1946,93000
1947,240000
1948,191000
1949,240000
1950,175500
1951,215000
1952,149500
1953,157000
1954,171000
1955,125500
1956,250000
1957,115000
1958,250000
1959,124000
1960,139000
1961,123000
1962,89500
1963,83000
1964,119500
1965,146000
1966,127500
1967,232000
1968,423000
1969,232000
1970,232000
1971,325000
1972,341000
1973,275500
1974,345000
1975,275000
1976,214000
1977,250000
1978,582933
1979,318000
1980,180500
1981,350000
1982,254000
1983,147000
1984,175500
1985,196000
1986,175900
1987,147000
1988,193000
1989,195000
1990,215000
1991,224000
1992,189000
1993,178000
1994,187500
1995,193000
1996,250000
1997,285000
1998,385000
1999,250000
2000,290000
2001,290000
2002,214000
2003,255000
2004,193000
2005,207000
2006,232000
2007,232000
2008,189000
2009,200000
2010,195000
2011,147000
2012,147000
2013,193000
2014,201000
2015,205000
2016,193000
2017,189000
2018,117500
2019,138000
2020,125000
2021,110000
2022,180000
2023,117000
2024,290000
2025,285000
2026,146000
2027,151000
2028,146000
2029,155000
2030,196000
2031,196000
2032,196000
2033,196000
2034,155000
2035,197900
2036,131500
2037,154000
2038,193000
2039,154000
2040,325000
2041,235000
2042,192500
2043,145000
2044,136500
2045,240000
2046,171000
2047,154000
2048,129000
2049,124000
2050,112000
2051,112000
2052,155000
2053,136000
2054,83000
2055,157900
2056,179900
2057,133700
2058,136000
2059,139000
2060,181000
2061,138500
2062,155000
2063,110000
2064,132500
2065,119000
2066,180500
2067,193000
2068,136500
2069,144000
2070,105000
2071,86000
2072,180500
2073,144000
2074,163000
2075,160000
2076,115000
2077,155000
2078,119000
2079,131000
2080,119000
2081,132500
2082,124000
2083,140000
2084,123000
2085,124000
2086,147000
2087,112000
2088,125500
2089,105000
2090,125500
2091,125500
2092,112000
2093,105000
2094,115000
2095,140000
2096,123000
2097,125500
2098,117000
2099,105000
2100,112000
2101,186500
2102,139000
2103,105000
2104,117500
2105,127000
2106,67000
2107,163000
2108,117500
2109,134000
2110,120000
2111,116000
2112,125500
2113,125500
2114,127000
2115,117000
2116,117000
2117,117000
2118,117000
2119,119000
2120,125500
2121,115000
2122,125500
2123,125500
2124,131000
2125,193000
2126,104900
2127,161500
2128,193000
2129,120500
2130,177000
2131,136500
2132,125500
2133,118400
2134,125500
2135,120500
2136,55000
2137,109000
2138,137000
2139,148000
2140,145500
2141,151000
2142,142000
2143,151000
2144,163500
2145,129000
2146,194000
2147,107000
2148,105000
2149,144000
2150,215000
2151,128000
2152,118000
2153,167000
2154,136500
2155,139000
2156,250000
2157,260000
2158,215000
2159,189000
2160,178000
2161,239000
2162,385000
2163,318000
2164,282922
2165,154000
2166,145000
2167,196000
2168,146000
2169,193000
2170,230000
2171,134000
2172,149900
2173,191000
2174,228500
2175,235000
2176,235000
2177,250000
2178,224900
2179,136500
2180,395192
2181,212900
2182,214000
2183,147000
2184,135000
2185,145000
2186,155000
2187,171000
2188,149500
2189,335000
2190,82000
2191,82000
2192,125000
2193,130500
2194,104900
2195,119000
2196,125500
2197,127000
2198,157900
2199,151000
2200,125500
2201,130500
2202,125500
2203,176500
2204,117000
2205,115000
2206,132000
2207,140000
2208,117000
2209,180500
2210,151000
2211,119000
2212,117000
2213,125500
2214,127000
2215,125500
2216,186500
2217,82000
2218,125500
2219,105000
2220,93000
2221,275000
2222,275000
2223,395000
2224,191000
2225,135000
2226,170000
2227,215000
2228,214000
2229,223500
2230,174000
2231,186500
2232,215000
2233,175000
2234,282922
2235,227000
2236,232000
2237,232000
2238,143000
2239,147000
2240,164000
2241,143000
2242,125500
2243,127000
2244,91000
2245,91000
2246,142000
2247,118000
2248,145000
2249,125500
2250,120500
2251,160000
2252,167900
2253,160000
2254,83000
2255,193000
2256,177500
2257,175000
2258,177500
2259,169000
2260,160000
2261,193000
2262,180000
2263,335000
2264,232000
2265,149900
2266,232000
2267,302000
2268,337500
2269,124000
2270,130500
2271,272000
2272,187000
2273,179900
2274,181000
2275,185000
2276,138500
2277,193000
2278,145000
2279,119000
2280,136000
2281,196000
2282,165000
2283,119500
2284,146000
2285,148500
2286,127000
2287,337500
2288,232000
2289,318000
2290,318000
2291,285000
2292,315000
2293,385000
2294,582933
2295,385000
2296,232000
2297,335000
2298,232000
2299,582933
2300,335000
2301,201800
2302,227000
2303,190000
2304,147000
2305,196000
2306,196000
2307,224000
2308,196000
2309,227000
2310,171750
2311,208900
2312,130500
2313,174000
2314,186500
2315,174000
2316,200500
2317,176000
2318,174000
2319,174000
2320,147000
2321,175900
2322,159895
2323,187500
2324,83000
2325,295493
2326,170000
2327,195000
2328,215000
2329,176500
2330,178000
2331,285000
2332,250000
2333,290000
2334,250000
2335,250000
2336,193000
2337,147000
2338,232000
2339,208900
2340,385000
2341,232000
2342,210000
2343,224000
2344,236000
2345,213500
2346,147000
2347,147000
2348,270000
2349,112000
2350,197000
2351,232000
2352,232000
2353,250000
2354,84500
2355,118400
2356,155000
2357,201000
2358,228500
2359,144000
2360,115000
2361,139000
2362,250000
2363,156000
2364,138500
2365,165000
2366,208900
2367,201000
2368,208900
2369,196000
2370,173000
2371,177500
2372,201000
2373,199900
2374,250000
2375,270000
2376,260000
2377,235000
2378,158000
2379,193000
2380,165500
2381,179900
2382,215000
2383,232000
2384,228500
2385,142000
2386,136500
2387,140000
2388,90000
2389,142000
2390,131000
2391,134500
2392,115000
2393,120000
2394,124000
2395,136000
2396,165000
2397,168000
2398,105000
2399,80000
2400,83000
2401,112000
2402,136000
2403,124000
2404,187500
2405,163000
2406,140000
2407,125500
2408,116000
2409,124000
2410,167000
2411,129000
2412,165000
2413,140000
2414,140000
2415,124000
2416,115000
2417,119000
2418,136000
2419,108480
2420,129000
2421,136500
2422,95000
2423,117000
2424,207000
2425,179900
2426,139000
2427,96500
2428,123000
2429,110000
2430,142000
2431,93000
2432,135000
2433,125500
2434,157000
2435,119000
2436,112000
2437,115000
2438,119000
2439,115000
2440,125500
2441,91000
2442,113000
2443,118400
2444,120000
2445,125500
2446,137500
2447,161000
2448,162900
2449,125500
2450,117000
2451,125500
2452,122000
2453,124000
2454,170000
2455,125500
2456,125000
2457,125500
2458,125500
2459,109500
2460,149000
2461,125500
2462,149000
2463,125500
2464,200000
2465,128000
2466,105000
2467,177500
2468,122000
2469,67000
2470,129500
2471,219500
2472,225000
2473,112000
2474,105000
2475,200000
2476,193000
2477,136500
2478,148000
2479,159950
2480,176500
2481,153500
2482,137000
2483,129000
2484,129000
2485,129000
2486,170000
2487,169000
2488,125500
2489,177500
2490,139000
2491,108000
2492,179900
2493,147000
2494,160000
2495,101800
2496,200500
2497,117000
2498,132500
2499,112000
2500,127500
2501,135000
2502,135000
2503,132500
2504,91500
2505,215000
2506,232000
2507,245350
2508,232000
2509,212900
2510,212900
2511,185000
2512,227875
2513,193000
2514,215000
2515,145000
2516,160000
2517,144000
2518,144000
2519,248000
2520,193000
2521,195000
2522,193000
2523,130000
2524,149900
2525,149900
2526,149900
2527,122000
2528,147000
2529,144000
2530,123000
2531,232000
2532,193000
2533,178000
2534,210000
2535,226000
2536,235000
2537,215000
2538,156932
2539,185000
2540,176432
2541,174000
2542,186500
2543,144000
2544,134000
2545,125500
2546,148000
2547,132500
2548,112000
2549,193000
2550,385000
2551,140000
2552,154000
2553,82000
2554,124000
2555,105000
2556,119000
2557,144000
2558,200000
2559,127000
2560,116000
2561,120000
2562,112000
2563,125500
2564,188000
2565,170000
2566,135000
2567,105000
2568,190000
2569,190000
2570,151000
2571,240000
2572,145000
2573,232000
2574,197000
2575,177500
2576,117000
2577,200500
2578,55000
2579,105000
2580,130000
2581,132500
2582,134500
2583,275000
2584,160000
2585,227000
2586,199900
2587,180000
2588,190000
2589,165500
2590,196000
2591,215000
2592,201000
2593,265900
2594,109900
2595,189000
2596,285000
2597,201000
2598,215000
2599,395000
2600,160000
2601,151000
2602,88000
2603,91000
2604,118000
2605,112000
2606,144000
2607,143000
2608,160000
2609,193000
2610,123000
2611,135000
2612,149900
2613,119500
2614,144000
2615,170000
2616,119000
2617,166000
2618,160000
2619,320000
2620,193000
2621,200500
2622,169000
2623,199900
2624,395000
2625,239000
2626,173000
2627,179000
2628,160000
2629,582933
2630,290000
2631,290000
2632,320000
2633,275000
2634,315000
2635,144000
2636,138500
2637,144000
2638,235000
2639,173000
2640,155000
2641,115000
2642,196000
2643,88000
2644,146000
2645,118000
2646,83000
2647,119500
2648,180000
2649,124000
2650,148500
2651,146000
2652,268000
2653,235128
2654,275000
2655,275000
2656,250000
2657,262500
2658,361919
2659,250000
2660,224000
2661,385000
2662,275000
2663,275000
2664,275000
2665,278000
2666,193000
2667,174000
2668,177500
2669,200141
2670,250000
2671,177500
2672,137450
2673,180000
2674,215000
2675,160200
2676,193000
2677,173000
2678,169000
2679,235000
2680,250000
2681,290000
2682,290000
2683,275000
2684,290000
2685,272000
2686,281000
2687,232000
2688,181000
2689,185000
2690,232000
2691,186500
2692,176000
2693,295493
2694,142500
2695,192500
2696,193000
2697,201000
2698,193000
2699,185000
2700,118400
2701,177500
2702,132500
2703,112000
2704,176500
2705,167500
2706,115000
2707,137000
2708,122000
2709,119000
2710,120000
2711,235000
2712,271000
2713,232000
2714,146000
2715,177500
2716,147400
2717,193000
2718,262500
2719,153500
2720,167500
2721,155000
2722,193000
2723,167500
2724,144000
2725,134500
2726,132500
2727,165500
2728,154000
2729,170000
2730,157900
2731,119000
2732,118000
2733,157000
2734,136000
2735,135000
2736,136000
2737,119000
2738,124000
2739,187500
2740,115000
2741,165000
2742,180500
2743,134500
2744,170000
2745,119000
2746,134500
2747,170000
2748,132500
2749,114500
2750,154000
2751,134500
2752,180500
2753,145000
2754,302000
2755,132500
2756,147000
2757,81000
2758,105000
2759,186500
2760,149000
2761,120000
2762,134500
2763,163000
2764,170000
2765,180000
2766,144000
2767,90000
2768,124000
2769,125500
2770,125500
2771,125500
2772,136500
2773,159500
2774,125000
2775,162900
2776,117000
2777,140000
2778,91500
2779,137500
2780,132500
2781,109500
2782,112000
2783,125500
2784,145000
2785,125500
2786,100000
2787,125000
2788,125500
2789,128000
2790,125500
2791,125000
2792,102000
2793,186500
2794,105000
2795,125500
2796,144000
2797,240000
2798,105000
2799,125500
2800,96500
2801,88000
2802,140000
2803,153500
2804,112000
2805,120000
2806,91000
2807,153500
2808,149900
2809,137000
2810,153500
2811,149900
2812,132500
2813,190000
2814,171000
2815,115000
2816,153500
2817,120000
2818,137000
2819,160000
2820,165000
2821,125500
2822,180500
2823,302000
2824,232000
2825,170000
2826,135000
2827,144000
2828,240000
2829,193000
2830,224900
2831,213500
2832,224900
2833,275000
2834,186500
2835,227000
2836,186500
2837,180000
2838,155000
2839,178000
2840,153500
2841,195000
2842,231500
2843,162000
2844,145000
2845,115000
2846,195000
2847,195000
2848,157000
2849,230000
2850,193000
2851,250000
2852,235000
2853,235000
2854,136500
2855,208900
2856,224900
2857,186500
2858,165000
2859,107500
2860,127500
2861,157000
2862,186500
2863,129000
2864,250000
2865,140000
2866,130000
2867,132500
2868,105000
2869,102000
2870,176500
2871,102000
2872,60000
2873,160000
2874,143000
2875,125500
2876,138500
2877,128000
2878,144000
2879,170000
2880,105000
2881,230000
2882,160000
2883,149000
2884,230000
2885,230000
2886,177000
2887,115000
2888,125500
2889,86000
2890,125500
2891,137500
2892,84500
2893,93000
2894,55000
2895,275000
2896,275000
2897,190000
2898,124000
2899,201000
2900,171000
2901,160000
2902,153500
2903,337500
2904,232000
2905,100000
2906,153500
2907,115000
2908,130000
2909,171000
2910,84500
2911,88000
2912,275000
2913,88000
2914,88000
2915,97000
2916,88000
2917,335000
2918,84500
2919,250000
